@relation testing

@attribute User string
@attribute Text string
@attribute Sentiment {positive,negative,neutral}

@data
'iostoconmarino','RT @marielSiviglia Dimissioni forzate sindaco @ignaziomarino equivale permettere ballare pantegane mafia @iostoconm ',?
'iostoconmarino','RT @marielSiviglia Pensiamo andare votare serve poi partito delegittima voto @iostoconmarino @titticri @RaiBallaro @ign ',?
'FedericoBarli','@SkyTG24 era programma elettorale @ignaziomarino #uomodiparola #iostoconmarino ',?
'FedericoBarli','Romasfida #Marino Fori completamente pedonali vietato transito taxi bus #programmaelettorale #iostoconmarino ',?
'stefanialleccor','RT @marielSiviglia Pensiamo andare votare serve poi partito delegittima voto @iostoconmarino @titticri @RaiBallaro @ign ',?
'stefanialleccor','RT @marielSiviglia Dimissioni forzate sindaco @ignaziomarino equivale permettere ballare pantegane mafia @iostoconm ',?
'MrMartcus','@LaGabbiaTw sapevamo nn sappiamo  paga sn andati protestare #promarino #contromarino ',?
'mtvaccari','#iostoconmarino superate 50000 firme pochi giorni ',?
'iostoconmarino','RT @VivienCattani @sole24ore Incapacit direi @orfini @matteorenzi @meb @pdnetwork @FedericoBarli #resisti @ignaziomarino ',?
'iostoconmarino','@ignaziomarino @VivienCattani sei colui ha permesso tornare sperare sognare occhi aperti Grazie 762013 ',?
'VivienCattani','RT @marielSiviglia Cara Rossana povera Italia @Rossana7336 @SalvoMely @VirusRai2 @iostoconmarino ',?
'tizianotogna','resto ditelo voi #iostoconMarino ',?
'vogliodirelamia','RT @VincenzoVita @iostoconmarino purtroppo  strano E inquietante Marino campagna inaudita ',?
'romi_andrio','RT @amelyre @iostoconmarino @amelyre @marielSiviglia @fattoquotidiano @alias16g  novit lotta corruzione mafia  pri ',?
'marielSiviglia','boato  Adesso deve intervenire restituire sindaco @ignaziomarino Roma intervenga @iostoconmarino ',?
'marielSiviglia','Dimissioni forzate sindaco @ignaziomarino equivale permettere ballare pantegane mafia @iostoconmarino ',?
'marielSiviglia','Pensiamo andare votare serve poi partito delegittima voto @iostoconmarino @titticri @RaiBallaro @ignaziomarino ',?
'GiordanoBattini','RT @marielSiviglia Cara Rossana povera Italia @Rossana7336 @SalvoMely @VirusRai2 @iostoconmarino ',?
'GiordanoBattini','RT @SalvoMely Italia sindaci antimafia facciamo dimettere camorristi facciamo sedere Parlamento #IostoconMarino ',?
'iostoconmarino','@ignaziomarino 50000 firme Ora verso 75000 base c ',?
'AlessandroMil17','@marielSiviglia @raffael70709794 @Rossana7336 @iostoconmarino @SalvoMely fa curriculum X diventare Presidenti consiglio sindaci ) ',?
'iostoconmarino','RT @marielSiviglia Nessun partito chiede dimissioni sindaci x 2 scontro puzza complotto @amelyre @fattoquotidiano @alias ',?
'amelyre','@marielSiviglia @fattoquotidiano @alias16g @iostoconmarino Appunto ',?
'marielSiviglia','Marino  stato controllato insediamento aerea cattolica PD @raffael70709794 @Rossana7336 @iostoconmarino @SalvoMely ',?
'marielSiviglia','RT @amelyre @iostoconmarino @amelyre @marielSiviglia @fattoquotidiano @alias16g  novit lotta corruzione mafia  pri ',?
'andreapoli8788','@iostoconmarino agenda piena sono passati solo sei mesi ',?
'iostoconmarino','RT @amelyre @marielSiviglia @fattoquotidiano @alias16g @iostoconmarino Oggi attendono taccionoSpostano attenzione icona antimafia co ',?
'iostoconmarino','RT @amelyre @marielSiviglia @fattoquotidiano @alias16g @iostoconmarino ricordate laggressione parte dellEspresso Crocetta ',?
'iostoconmarino','RT @amelyre @marielSiviglia @fattoquotidiano @alias16g @iostoconmarino  famigerato metodo Boffo ',?
'iostoconmarino','RT @raffael70709794 @Rossana7336 @marielSiviglia @iostoconmarino @SalvoMely  esattoMarino  controllatoscontrini Renzi gi  ',?
'iostoconmarino','RT @mdpennalunga @BarillariM5S QUINDIChe centraAllora mafiosa @iostoconmarino @raffaeledstfn @ignaziomarino @FedeAngeli ',?
'iostoconmarino','RT @mdpennalunga @BarillariM5S campagna elettorale dopoOra rispondi @iostoconmarino @raffaeledstfn @ignaziomarino Perch @FedeAngeli ',?
'iostoconmarino','@FedeAngeli grazie ) ',?
'iostoconmarino','RT @FedeAngeli Certo marito ha firmato @iostoconmarino ',?
'iostoconmarino','Tangenti Sabella avevo denunciati aprile Oggi avevamo convocati escluderli gara delGiubileo ',?
'amelyre','@iostoconmarino @amelyre @marielSiviglia @fattoquotidiano @alias16g  novit lotta corruzione mafia  priorit governo ',?
'raffael70709794','@Rossana7336 @marielSiviglia @iostoconmarino @SalvoMely  esattoMarino  controllatoscontrini Renzi gi dimenticatoio ',?
'amelyre','@marielSiviglia @fattoquotidiano @alias16g @iostoconmarino  famigerato metodo Boffo ',?
'iostoconmarino','@amelyre @marielSiviglia @fattoquotidiano @alias16g tangenti Roma Sabella aveva denunciati aprile @ignaziomarino combatteva mafia ',?
'iostoconmarino','RT @marielSiviglia branco ipocriti @amelyre @fattoquotidiano @alias16g @iostoconmarino ',?
'amelyre','@marielSiviglia @fattoquotidiano @alias16g @iostoconmarino Oggi attendono taccionoSpostano attenzione icona antimafia Matteo ',?
'mimmoscordino','RT @marielSiviglia Ricordo @gaiatortora Roma processo sar @AlemannoTW @ignaziomarino  parte civile @OmnibusLa7  ',?
'marielSiviglia','RT @iostoconmarino @marielSiviglia @ignaziomarino 25 ottobre 2015 ore 12 campidoglio manifestazione #marino ',?
'mcacciaglia64','RT @SalvoMely Italia sindaci antimafia facciamo dimettere camorristi facciamo sedere Parlamento #IostoconMarino ',?
'mcacciaglia64','RT @marielSiviglia Cara Rossana povera Italia @Rossana7336 @SalvoMely @VirusRai2 @iostoconmarino ',?
'mimmoscordino','RT @SalvoMely Italia sindaci antimafia facciamo dimettere camorristi facciamo sedere Parlamento #IostoconMarino ',?
'GiordanoBattini','RT @marielSiviglia Ricordo @gaiatortora Roma processo sar @AlemannoTW @ignaziomarino  parte civile @OmnibusLa7  ',?
'mcacciaglia64','RT @marielSiviglia Lassessore ha contribuito dimissioni sindaco  ruffiano eroe @iostoconmarino @ignaziomarino @stef ',?
'PPIHAD','RT @marielSiviglia Ricordo @gaiatortora Roma processo sar @AlemannoTW @ignaziomarino  parte civile @OmnibusLa7  ',?
'titticri','RT @ilrere Linvito dellarcivescovo Philadelphia ora Bergoglio far mea culpa finestra #iostoconmarino ',?
'ilrere','Linvito dellarcivescovo Philadelphia ora Bergoglio far mea culpa finestra #iostoconmarino ',?
'AFoccardi','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'StellaIsADiver','@RaiBallaro #Orfini aveva detto mandar via #Marino era far gioco mafia sa deciso parte stare #iostoconmarino ',?
'iostoconmarino','Scarpe rotte pur bisogna andare Oggi dove ',?
'matarazzate','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'filigue78','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'GraziaIotti','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'luisaloffredo28','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'Giocoleria','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'Giocoleria','RT @giulianocossari @BarillariM5S @iostoconmarino @edocavalieri @raffaeledstfn inutile sono mala fede Buzzi finanziava PD no M5S  ',?
'sig_cuorenero','#iostoconmarino sar incapace pare esterno sembra abbia fatto sacco cose ',?
'iostoconmarino','RT @fedepagasp #Marino Sindaco Roma Romani @ignaziomarino ritiri dimissioni favore ',?
'cristjne127','@ignaziomarino #IoStoConMarino piace PD doveva combatterla aiutarla  sx Lei destrama cervello ce lhanno ',?
'ManuelaCarreri','Cari giornalisti ora pretendo stesso sciacallaggio Maroni @repubblicait @espressonline #iostoconmarino ',?
'campanavalerio','RT @GrappaTommaso @iostoconmarino @giulianocossari @edocavalieri @FedeAngeli @BarillariM5S  bastata figuraccia @SabellaAlfonso ',?
'campanavalerio','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'anna_mattarelli','RT @marielSiviglia Marino sar goffocome ha dipinto stampa diffamatoria disonesto @iostoconmarino ',?
'bobo4ka863','#IoStoConMarino  Ignazio Marino manifestazione sostegno di I via @YouTube ',?
'andreapoli8788','@marielSiviglia @iostoconmarino ha falsificato rimborsi nose faccio ben vada licenziano ',?
'iostoconmarino','RT @marielSiviglia Marino sar goffocome ha dipinto stampa diffamatoria disonesto @iostoconmarino ',?
'ChiaraFracasssi','#IoStoConMarino fate ci volete  via @controversomag #MarinoNonMollare #marinosiedimesso @ignaziomarino ',?
'mimmoscordino','RT @marielSiviglia proposito falsi moralisti Arrestato vice @RobertoMaroni ale @iostoconmarino ',?
'M40FORH','@iostoconmarino @giulianocossari @BarillariM5S be classico pensiero demofascio Deluca  bravo politico reati ridicoliGrillo assassino ',?
'iostoconmarino','Renzi scontrini Tempo galantuomo Renzi dimette Marino fatto dimettere ',?
'claudia_mauri','Voglio grillini pd incatenati sotto casa @RobertoMaroni #iostoconmarino ',?
'M40FORH','@edocavalieri @giulianocossari @BarillariM5S @iostoconmarino dicono m poi nell urna avreste votato Capone piuttosto 5* ',?
'M40FORH','@giulianocossari @edocavalieri @BarillariM5S @iostoconmarino padrone pd no era capito  ',?
'M40FORH','@edocavalieri @giulianocossari @BarillariM5S @iostoconmarino te frega padrone ',?
'Slittiamo','mollare @ignaziomarino #Roma ha bisogno grande sindaco te Siamo te #Marinoresisti #iostoconmarino ',?
'QuKa07','perch purtroppo capre hanno memoria corta #iostoconMarino #sindacoMarino #IgnazioMarino #Marino ',?
'ivulnus','Devessere cos stancante #iostoconmarino che dopo due giorni battaglie sostenitori sono gi riposare ',?
'LucaGiandomenic','@RepubblicaTv @repubblicait PD dopo @ignaziomarino eccolo qui #iostoconmarino @pdnetwork ',?
'esisley','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'iostoconmarino','RT @VincenzoVita @iostoconmarino purtroppo  strano E inquietante Marino campagna inaudita ',?
'Vincenzo_Vita','@iostoconmarino purtroppo  strano E inquietante Marino campagna inaudita ',?
'Sisetto79','Renzi Reticente Consiglio  Ilfattoquotidianoit #iostoconMarino ',?
'IsabellaDeiana7','@ignaziomarino Grazie lei belle parole #iostoconmarino vogliamo bene Forza Siamo lei <3 <3 <3 ',?
'lievemente','RT @BarillariM5S @iostoconmarino @raffaeledstfn nessun rapporto fra m5s balnearitu credi bufale rapporti PD MARINO maf ',?
'serenel14278447','RT @concitadeg va detto ',?
'Andreabluesky','RT @giulianocossari @edocavalieri @iostoconmarino @FedeAngeli @BarillariM5S @raffaeledstfn comune Ostia sciolto infiltrazione mafiose ',?
'raffaeledstfn','@Riccardoet @BarillariM5S @NinaLadyice @iostoconmarino Roma preda mafia+cementisti tanto tempo Qst momento storico nn va sprecato ',?
'Riccardoet','@BarillariM5S @NinaLadyice @iostoconmarino @raffaeledstfn siete riusciti distruggere citt definizione era ETERNA miserabili ',?
'ManuPalo67','RT @BarillariM5S @mdpennalunga @FedeAngeli @iostoconmarino @raffaeledstfn nome finte associazioni antimafia fatti concreti RISP ',?
'RomeiAntonella','RT @BarillariM5S @raffaeledstfn @iostoconmarino marino fosse davvero onesto farebbe nomi mai fa  ',?
'NinaLadyice','RT @BarillariM5S @iostoconmarino @raffaeledstfn nessun rapporto fra m5s balnearitu credi bufale rapporti PD MARINO maf ',?
'MPenikas','RT @BarillariM5S @raffaeledstfn @iostoconmarino marino fosse davvero onesto farebbe nomi mai fa  ',?
'ManuPalo67','@FedeAngeli @iostoconmarino @BarillariM5S @raffaeledstfn Lombardi risponde Alfonso Sabella Libera httpstcoTjWPfucpfO ',?
'ManuPalo67','RT @BarillariM5S @iostoconmarino @raffaeledstfn nessun rapporto fra m5s balnearitu credi bufale rapporti PD MARINO maf ',?
'ManuPalo67','RT @BarillariM5S @raffaeledstfn @iostoconmarino marino fosse davvero onesto farebbe nomi mai fa  ',?
'ManuPalo67','@iostoconmarino @BarillariM5S @raffaeledstfn @FedeAngeli DICI  SUSU  DAIDAI MONTAGNA MONTAGNA ',?
'ManuPalo67','RT @BarillariM5S @iostoconmarino @raffaeledstfn ostia unici lottano mafia sono m5s nulla nascondere a ',?
'ManuPalo67','RT @BarillariM5S @iostoconmarino @raffaeledstfn ah  ce eravate riunione  puo sapere chi nome cognome ruolo  ',?
'ManuPalo67','RT @giulianocossari @BarillariM5S @iostoconmarino @edocavalieri @raffaeledstfn inutile sono mala fede Buzzi finanziava PD no M5S  ',?
'pinopinollo','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn INFATTI CHIEDILO DIFENDEVA TASSONE ',?
'esisley','RT @GrappaTommaso @iostoconmarino @giulianocossari @edocavalieri @FedeAngeli @BarillariM5S  bastata figuraccia @SabellaAlfonso ',?
'Monialustri','@edocavalieri @iostoconmarino @FedeAngeli @BarillariM5S @raffaeledstfn pare chiami Tassone (PD) arrestato ) ',?
'domenicosabell1','RT @giulianocossari @edocavalieri @iostoconmarino @FedeAngeli @BarillariM5S @raffaeledstfn comune Ostia sciolto infiltrazione mafiose ',?
'ariolo_orazio','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'Monialustri','RT @BarillariM5S @iostoconmarino ormai sei caduto ridicolo rispondi domande marino mafia ',?
'Monialustri','RT @BarillariM5S @iostoconmarino @giulianocossari @edocavalieri @raffaeledstfn sabella incontrava balnearimarino ha fatto nulla 2 ',?
'Monialustri','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'pinopinollo','RT @BarillariM5S @iostoconmarino @raffaeledstfn ostia unici lottano mafia sono m5s nulla nascondere a ',?
'GhitaIacono','@giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @FedeAngeli ha difeso Tassone noi ',?
'elisabettap38','RT @BarillariM5S @iostoconmarino @raffaeledstfn ostia unici lottano mafia sono m5s nulla nascondere a ',?
'M5SVibor','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn INFATTI CHIEDILO DIFENDEVA TASSONE ',?
'M5SVibor','RT @BarillariM5S @iostoconmarino @raffaeledstfn ostia unici lottano mafia sono m5s nulla nascondere a ',?
'___John_Smith__','RT @BarillariM5S @raffaeledstfn @iostoconmarino marino fosse davvero onesto farebbe nomi mai fa  ',?
'GhitaIacono','RT @BarillariM5S @iostoconmarino @giulianocossari @edocavalieri @raffaeledstfn sabella incontrava balnearimarino ha fatto nulla 2 ',?
'PatoOsko','@raffaeledstfn chiil candidato partito coinvolto mafia capitale @BarillariM5S @aledibattista @iostoconmarino ',?
'GhitaIacono','RT @giulianocossari @edocavalieri @iostoconmarino @FedeAngeli @BarillariM5S @raffaeledstfn comune Ostia sciolto infiltrazione mafiose ',?
'dracul473','RT @BarillariM5S @iostoconmarino @raffaeledstfn ostia unici lottano mafia sono m5s nulla nascondere a ',?
'PatoOsko','@iostoconmarino infatti stai Marino Molto sveglio @BarillariM5S @raffaeledstfn @FedeAngeli ',?
'assataram','RT @BarillariM5S @iostoconmarino @raffaeledstfn ostia unici lottano mafia sono m5s nulla nascondere a ',?
'Stefanofiori1','@BarillariM5S @esisley @raffaeledstfn @iostoconmarino perch fosse onesto avrebbe nemmeno pensato nasconderli ',?
'PaolaTacconi','RT @BarillariM5S @iostoconmarino @raffaeledstfn ostia unici lottano mafia sono m5s nulla nascondere a ',?
'assataram','RT @BarillariM5S @raffaeledstfn @iostoconmarino marino fosse davvero onesto farebbe nomi mai fa  ',?
'esisley','RT @BarillariM5S @raffaeledstfn @iostoconmarino marino fosse davvero onesto farebbe nomi mai fa  ',?
'iostoconmarino','RT @raffaeledstfn @BarillariM5S @aledibattista @iostoconmarino intendiamoci schifo PD Sia chiaro schifo odio pe ',?
'raffaeledstfn','@BarillariM5S @aledibattista @iostoconmarino poco buono PD pensava @ignaziomarino 2008 corrisponde troppo poche persone ',?
'raffaeledstfn','@BarillariM5S @aledibattista @iostoconmarino intendiamoci schifo PD Sia chiaro schifo odio vicenda Marino ',?
'raffaeledstfn','@BarillariM5S @aledibattista @iostoconmarino scusate xch qst tweet nn interessaNoElezioni+RomaCommissariata  unico risultato mo ',?
'PieroChiappini','@mdpennalunga @FedeAngeli @iostoconmarino @BarillariM5S ancora perdete tempo lamico finte ass antimafia #Barillarivergognati ',?
'lucina_maggi','RT @danieledezi 50000 gridano #iostoconmarino ',?
'pieromagnani','@VirusRai2 dimissioni @ignaziomarino muore laicita stava costruendo roma #iostoconmarino ',?
'zorzi46','RT @FedeAngeli Fratello era societ Spada @mauriziofdf @BarillariM5S @mdpennalunga @iostoconmarino @raffaeledstfn ',?
'zorzi46','RT @mdpennalunga @FedeAngeli @BarillariM5S ANGELI CENTRAE SABELLAE RELAZIONE ANTIMAFIARisposta @iostoconmarino  ',?
'edo_cavalieri','@massimoIazzari @iostoconmarino @FedeAngeli @giulianocossari siete solo fanaticiLa mafia combatte fatti vedi #Sabella #Angeli ',?
'zorzi46','RT @mdpennalunga @BarillariM5S PENSA PRIMA TUOI @iostoconmarino @raffaeledstfn ',?
'sarataigher','RT @andysanguedolce Nessuno vuole attaccano vuoi vedere  lunico onesto #iostoconmarino ',?
'PiramideRossa','RT @MarleyBrandy @Torakjkj indagini serie servono proprio questo capire ridere ) #iostoconMarino ',?
'marco_zio','#iostoconmarino Giornalista prezzolato PD vergognoso tg corrotti Vergogna ',?
'Frenkoz','#iostoconmarino perch forse solo marziano pu risollevare Roma @ignaziomarino ',?
'ilrere','Meglio macerie sepolcri imbiancati #Marino #iostoconmarino #Roma #oltretevere #virusrai2 ',?
'ilrere','#Marino impara domanda sti scontrini risponde Posso spiegare Ma azzo vuoi bisero #iostoconmarino #virusrai2 ',?
'billa_silvia','RT @SimyFrant #Renzi smentiscema documenta conti continuano tornare #marinosiedimesso #iostoconmarino ',?
'cinzia_cindyy','#Renzi #RenziNasconde  senza peccato scagli prima pietra #iostoconmarino ',?
'Ivatamy','RT @SimyFrant Cosa #RenzieNasconde  es altre 8 belle poltrone pronte x accoliti x #Roma #MarinoResisti #iostoconmarino ',?
'ilrere','incompetente #Marino pu amministrare capitale dItalia neanche riesce fregare 900 euro #iostoconmarino #virusrai2 ',?
'carlabrandolini','RT @davidaprea @matteorenzi ciao @pdnetwork #iostoconmarino ',?
'MarleyBrandy','@Torakjkj indagini serie servono proprio questo capire ridere ) #iostoconMarino ',?
'ilrere','Roma Pino crolla vento Ignazio venticello #iostoconmarino #marino #virusrai2 ',?
'magrotto68','@iostoconmarino @ilfattoblog @fattoquotidiano sti coglioni Hanno fatto gioco renzi ',?
'M5SVibor','RT @GrappaTommaso @iostoconmarino @giulianocossari @edocavalieri @FedeAngeli @BarillariM5S  bastata figuraccia @SabellaAlfonso ',?
'iostoconmarino','RT @NuovoFaceMag rivincita @ignaziomarinoper 40 mila firmeBoom consensi social piazza > ',?
'iostoconmarino','RT @dariocavinato Ecco cosa ha fatto Ignazio Marino 2 anni ',?
'M5SVibor','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'ginocalcinotto','RT @mdpennalunga @BarillariM5S MARINO INTEGERRIMORISPONDI SVIARE @iostoconmarino @raffaeledstfn @FedeAngeli ',?
'stefania29060','RT @mdpennalunga @BarillariM5S prima meE Angeli centraRispostina @FedeAngeli @iostoconmarino @raffaeledstfn ',?
'Monialustri','RT @GrappaTommaso @BarillariM5S @Monialustri @mdpennalunga @iostoconmarino @raffaeledstfn eccolo Marino integerrimo ahahahahah ',?
'grigiestanze','RT @AldoBenassi commissario #Sabella  gi pronto gestire dopo #Marino #Marinoresisti #iostoconmarino ',?
'Gauro5','@normamarco volessero colpire qualcun altro @UdoUdodance @ginocalcinotto @giulianocossari @iostoconmarino @MaleInItaly1978 ',?
'RobertaCretella','RT @giulianocossari Quindi fatemi capire sono ora #promarino deposta #Renzi elezioni comunali Roma voter ',?
'mdpennalunga','RT @enzocarnazza @BarillariM5S @iostoconmarino @mdpennalunga @raffaeledstfn @FedeAngeli Attaccare 5stelle  vietato legge ',?
'ster67e','RT @giulianocossari Quindi fatemi capire sono ora #promarino deposta #Renzi elezioni comunali Roma voter ',?
'enzocarnazza','@BarillariM5S @iostoconmarino @mdpennalunga @raffaeledstfn @FedeAngeli Attaccare 5stelle  vietato legge ',?
'ginocalcinotto','RT @giulianocossari Quindi fatemi capire sono ora #promarino deposta #Renzi elezioni comunali Roma voter ',?
'giulianocossari','Quindi fatemi capire sono ora #promarino deposta #Renzi elezioni comunali Roma voteranno PD #VOGLIOVEDERE ',?
'SimyFrant','#Renzi smentiscema documenta conti continuano tornare #marinosiedimesso #iostoconmarino #Marino ',?
'danielerazzoli','@iostoconmarino sola cosa conta venga estromesso sindaco ha sfidato delinquenti parassiti organizzati ',?
'Dan_skorpio87','RT @iostoconmarino Perch cose vengono messe prima pagina Marino  arrendiamo ',?
'floria1405','perch poi @VirusRai2 chieda opinione #marino  mistero visto sono qualunque modalit narciso off #iostoconmarino ',?
'nicoladingegno','@iostoconmarino @FedeAngeli @mauriziofdf @BarillariM5S @mdpennalunga @raffaeledstfn vota primavera ',?
'pinpin68','RT @FedeAngeli Fratello leader Casapound arrestato perch @iostoconmarino @giulianocossari @edocavalieri @BarillariM5S @raffaeledstfn  ',?
'mariadesireh','RT @FedeAngeli Ho avvertito @iostoconmarino signor @BarillariM5S anno fa erano ha voltato spalleMeglio @mdpennalung ',?
'mariadesireh','RT @FedeAngeli Perch attaccare me Chiediglielo #vergognabarillari @mdpennalunga @BarillariM5S @iostoconmarino @raffaeledstfn ',?
'Antony970','RT @giulianocossari @GrappaTommaso @iostoconmarino @edocavalieri @FedeAngeli @BarillariM5S @SabellaAlfonso TESTUALE SABELLA se Roma  pi ',?
'GiorgioAntonel1','RT @giulianocossari @iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD htt ',?
'mariadesireh','RT @mdpennalunga @BarillariM5S rispondicon LIBERA PERCH ALTRA ASSOCIAZIONIA SERVONO @iostoconmarino @raffaeledstfn @FedeAngeli ',?
'CapaccioMc','RT @FedeAngeli Quando erano opposizione Xhanno elettoColloca FI vicepresidente @mauriziofdf @BarillariM5S @mdpennalunga @iostoconmarin ',?
'Antony970','RT @GrappaTommaso @iostoconmarino @giulianocossari @edocavalieri @FedeAngeli @BarillariM5S  bastata figuraccia @SabellaAlfonso ',?
'Antony970','RT @BarillariM5S @iostoconmarino @giulianocossari @edocavalieri @raffaeledstfn sabella incontrava balnearimarino ha fatto nulla 2 ',?
'baloi361','RT @giulianocossari @BarillariM5S @iostoconmarino @edocavalieri @raffaeledstfn inutile sono mala fede Buzzi finanziava PD no M5S  ',?
'giulianocossari','@GrappaTommaso @iostoconmarino @edocavalieri @FedeAngeli @BarillariM5S @SabellaAlfonso ho fatto sintesi pi preciso D ',?
'enricopaoli1','@iostoconmarino @eziomauro @ettoremaria @emiliomarrese @EmanuelaMortar purtroppo si ABBIAMO LETTO CARTE RIMBORS SOLO ',?
'Antony970','RT @BarillariM5S @iostoconmarino @mdpennalunga @raffaeledstfn @FedeAngeli attaccate ferrara intanto pd trattava mafia o ',?
'giulianocossari','@edocavalieri @GrappaTommaso @iostoconmarino @BarillariM5S MENTANA VOI PARLATE FORSE #M5S SENZA PROVA SIETE COINVOLTI OSTIA ',?
'Bopava91','RT @eluniel Avete estromesso @ignaziomarino perch preferite pranzi #iostoconmarino ',?
'danieledvpd','RT @FedeAngeli Perch attaccare me Chiediglielo #vergognabarillari @mdpennalunga @BarillariM5S @iostoconmarino @raffaeledstfn ',?
'mauriziofdf','RT @FedeAngeli Quando erano opposizione Xhanno elettoColloca FI vicepresidente @mauriziofdf @BarillariM5S @mdpennalunga @iostoconmarin ',?
'AntonioSpadafo4','RT @FedeAngeli S sono avvicinati diavolo pur dar legalit Buffoni collusi @iostoconmarino @BarillariM5S @raffaeleds ',?
'FedeAngeli','Fratello era societ Spada @mauriziofdf @BarillariM5S @mdpennalunga @iostoconmarino @raffaeledstfn ',?
'giulianocossari','@iostoconmarino @edocavalieri @BarillariM5S @raffaeledstfn @ignaziomarino camorra mafia peculato corruzione  PD ',?
'BrokenwindowsRm','RT @FedeAngeli S sono avvicinati diavolo pur dar legalit Buffoni collusi @iostoconmarino @BarillariM5S @raffaeleds ',?
'Official_zanzi','RT @AnnaGDato numeri parlano sapete parlate #iostoconmarino #Marino ',?
'Monialustri','RT @BarillariM5S @iostoconmarino @FedeAngeli @ignaziomarino e pd tassone regalava appalti concessioni amici m5s ',?
'PiramideRossa','RT @FedeAngeli Attaccare cronista minacciata mafia  fare gioco mafia #vergogna @mdpennalunga @BarillariM5S @iostoconmarino @ ',?
'marcohilo','RT @FedeAngeli Attaccare cronista minacciata mafia  fare gioco mafia #vergogna @mdpennalunga @BarillariM5S @iostoconmarino @ ',?
'Balqis_3asal','RT @AldoBenassi commissario #Sabella  gi pronto gestire dopo #Marino #Marinoresisti #iostoconmarino ',?
